user,item,rating
22501,710,1.0
22553,714,5.0
22560,92,5.0
22574,457,5.0
22606,641,4.0
22629,673,5.0
22685,710,5.0
22692,714,4.0
22731,793,5.0
22606,512,3.0
22757,675,4.0
22770,714,5.0
22835,899,5.0
22916,710,5.0
22928,838,5.0
6060,468,4.0
22959,864,5.0
22997,795,4.0
23040,390,4.0
5687,906,5.0
23067,840,3.0
23082,864,5.0
23115,457,5.0
23131,810,4.0
23139,714,5.0
23155,864,4.0
23164,838,4.0
10310,296,5.0
23226,729,2.0
23257,457,4.0
23278,283,5.0
23285,673,5.0
23307,228,5.0
23314,604,3.0
23336,710,5.0
4934,679,5.0
22606,746,4.0
23383,736,5.0
23389,901,1.0
23453,619,5.0
23460,838,4.0
23486,714,5.0
13814,816,5.0
22629,793,2.0
23551,498,1.0
23564,283,5.0
23664,710,4.0
23681,283,5.0
23742,283,5.0
23833,648,4.0
23877,710,4.0
23946,604,5.0
23952,714,5.0
23994,736,4.0
24021,840,5.0
24045,710,5.0
6313,647,4.0
24090,725,5.0
24093,632,3.0
24236,869,1.0
18908,714,4.0
24269,746,5.0
24286,864,5.0
24294,935,1.0
24350,845,1.0
9507,729,5.0
20275,901,4.0
24380,904,2.0
24389,215,1.0
3481,938,3.0
24446,645,4.0
24471,449,5.0
24472,615,5.0
24514,941,5.0
24531,679,2.0
24539,139,5.0
24531,457,5.0
24614,710,5.0
3021,679,5.0
24632,828,3.0
24634,793,5.0
14572,765,5.0
24649,744,3.0
24649,740,5.0
24672,79,3.0
24649,457,4.0
13098,746,5.0
24769,854,3.0
24775,476,5.0
24780,390,5.0
24780,896,5.0
24792,608,5.0
24795,810,4.0
24899,710,5.0
24901,477,4.0
24994,1,5.0
25006,679,1.0
25025,759,5.0
25032,915,5.0
25059,864,5.0
25068,509,5.0
25071,452,5.0
25074,283,5.0
25077,666,5.0
25105,880,4.0
25110,457,5.0
23389,874,1.0
25224,845,1.0
16528,871,5.0
25241,390,5.0
25269,615,2.0
25314,765,4.0
4934,605,4.0
25345,479,5.0
25351,646,5.0
25429,679,4.0
25470,746,4.0
25471,549,4.0
25476,351,5.0
23067,463,3.0
25494,714,4.0
25518,296,5.0
25550,854,4.0
25613,679,1.0
25636,615,1.0
25647,808,2.0
25653,838,4.0
25655,457,3.0
18702,511,3.0
25736,457,5.0
5516,919,2.0
25797,714,1.0
25804,485,5.0
10727,819,3.0
7342,679,5.0
25826,808,1.0
25854,714,5.0
25859,468,5.0
25865,746,5.0
25882,259,3.0
25935,387,4.0
7405,642,4.0
25989,864,4.0
26004,392,3.0
26032,714,2.0
26052,746,1.0
26062,457,4.0
26069,514,5.0
26082,840,1.0
26106,714,3.0
6313,2,3.0
26213,569,4.0
26228,283,5.0
26249,930,5.0
26322,970,4.0
14391,947,5.0
26392,710,2.0
26411,366,5.0
26433,714,5.0
26468,2,4.0
26500,746,5.0
22606,970,5.0
26526,617,3.0
18427,732,5.0
26624,2,5.0
26712,970,5.0
26717,947,5.0
1670,679,5.0
20700,970,3.0
26754,121,5.0
26757,714,1.0
26767,793,5.0
26794,327,5.0
26823,769,5.0
22553,891,4.0
26880,793,4.0
26888,930,5.0
26910,710,5.0
26916,838,4.0
26922,354,5.0
26931,2,5.0
26949,970,4.0
26951,714,4.0
26972,840,5.0
10310,651,5.0
27011,679,4.0
27015,910,5.0
27060,372,4.0
7644,841,2.0
27088,972,5.0
27116,746,3.0
27145,972,5.0
27168,730,2.0
27179,972,5.0
12243,972,5.0
27193,646,5.0
25636,810,3.0
27216,947,5.0
27239,457,5.0
27299,972,4.0
27334,972,4.0
27346,970,5.0
27352,647,2.0
27367,793,2.0
7838,457,5.0
27384,921,3.0
27386,972,5.0
27387,739,5.0
27414,283,5.0
22606,972,4.0
27445,710,5.0
11939,972,4.0
25826,910,4.0
27542,302,4.0
27549,970,4.0
27560,457,5.0
27648,947,5.0
27708,1030,3.0
27747,504,4.0
16657,872,1.0
1464,569,3.0
27769,710,3.0
27784,448,5.0
27830,736,4.0
27864,864,5.0
18709,972,5.0
27906,972,5.0
13622,314,5.0
27914,714,3.0
27915,970,5.0
27920,740,1.0
15844,718,4.0
27958,338,5.0
27959,988,5.0
27971,111,5.0
27983,647,4.0
27999,220,5.0
18111,996,4.0
10260,569,1.0
28069,705,5.0
28103,714,5.0
11517,970,4.0
28267,668,5.0
22248,996,4.0
28289,714,5.0
28292,645,5.0
3997,477,5.0
28307,874,5.0
28310,867,5.0
28330,752,5.0
28332,457,5.0
22560,522,5.0
28379,714,3.0
28455,296,5.0
28461,283,5.0
28485,710,5.0
28488,187,1.0
28515,705,5.0
28554,340,5.0
28557,705,3.0
28561,938,4.0
28595,642,5.0
28604,468,5.0
28619,600,3.0
28654,819,5.0
28664,996,4.0
28708,327,5.0
16528,996,4.0
28715,1064,1.0
28748,604,5.0
28777,864,4.0
28792,1069,5.0
81,536,5.0
28810,514,5.0
28870,457,3.0
28908,689,1.0
28934,219,4.0
28961,982,4.0
14500,1001,3.0
28988,854,4.0
18427,646,5.0
20475,343,5.0
29031,838,5.0
1688,719,3.0
29062,759,4.0
29124,985,5.0
29163,619,5.0
29165,819,4.0
29222,457,4.0
29233,981,4.0
28557,1005,3.0
29301,296,5.0
29337,468,4.0
29338,710,4.0
29384,710,5.0
4022,1001,5.0
29402,896,5.0
29411,327,5.0
29428,996,3.0
29471,324,5.0
29492,457,5.0
29495,457,1.0
29492,744,2.0
27999,819,5.0
16657,1040,1.0
29504,1040,3.0
29570,710,5.0
29573,1084,5.0
29575,457,1.0
29613,473,2.0
29637,910,5.0
29639,457,1.0
29641,982,4.0
3939,1101,5.0
28292,1101,3.0
9207,1035,5.0
10866,1035,5.0
29652,1035,5.0
29662,1035,4.0
29663,1035,5.0
29670,831,5.0
29673,541,5.0
29707,1035,5.0
29715,1101,4.0
7407,1035,5.0
22916,1035,5.0
29741,816,5.0
29752,604,1.0
18309,710,5.0
29637,793,4.0
4663,714,3.0
29795,305,4.0
29826,828,5.0
29832,921,5.0
29843,269,5.0
29877,296,5.0
5687,970,4.0
30017,896,5.0
30022,541,1.0
30034,679,4.0
30041,645,4.0
30070,831,2.0
30075,757,5.0
27648,1035,5.0
19522,457,4.0
9207,769,4.0
30103,1035,2.0
30114,236,5.0
30150,1040,4.0
30188,770,4.0
30189,630,4.0
30201,828,5.0
30213,1116,5.0
30264,710,4.0
3789,468,4.0
18890,1035,4.0
4483,586,4.0
18908,1035,4.0
30398,259,3.0
22916,1067,5.0
30500,1067,5.0
30501,338,5.0
30516,769,4.0
30519,1029,4.0
7605,695,5.0
15711,296,5.0
19640,1097,4.0
30551,1067,5.0
26322,1067,4.0
30553,1029,1.0
7605,646,5.0
30562,793,4.0
5504,1067,3.0
30582,1029,5.0
30597,485,1.0
30562,259,5.0
30600,646,5.0
7605,1119,5.0
30622,651,5.0
13300,569,2.0
1670,1029,4.0
30661,1097,4.0
30677,1029,5.0
30686,982,5.0
30717,1128,5.0
30723,1119,2.0
30755,1124,4.0
29877,1124,5.0
30808,457,5.0
30876,43,4.0
26500,1097,4.0
26500,1067,4.0
30896,679,1.0
30912,794,4.0
30918,1124,4.0
30925,269,5.0
30979,1067,3.0
30984,996,4.0
30986,1124,5.0
31012,457,5.0
31055,1029,4.0
10727,1029,5.0
31056,816,1.0
31067,769,4.0
31098,645,1.0
31113,471,2.0
31113,340,4.0
31186,803,2.0
31249,732,5.0
31276,328,4.0
31279,769,5.0
31333,769,1.0
7429,1029,5.0
31363,1029,5.0
31364,1029,5.0
27088,1029,4.0
19855,694,1.0
4037,996,4.0
31382,457,1.0
31397,1029,5.0
10866,1097,4.0
31418,1097,5.0
26624,1139,5.0
25882,1145,5.0
2992,998,5.0
31492,619,5.0
31530,897,4.0
31530,594,4.0
31574,619,5.0
18709,1148,5.0
6874,710,2.0
31584,1135,4.0
30600,867,5.0
27216,1029,4.0
27648,1097,5.0
31628,1119,4.0
31629,1131,5.0
31646,1145,5.0
31659,970,4.0
10071,811,5.0
31697,1149,5.0
31712,930,5.0
31715,350,4.0
31717,556,5.0
31760,1145,3.0
31774,919,5.0
31793,1139,5.0
31795,1139,5.0
31802,43,2.0
31813,982,4.0
31824,1119,4.0
9224,970,5.0
24875,867,5.0
31935,1148,5.0
31971,1030,4.0
9447,795,4.0
31996,1145,5.0
32014,457,5.0
32014,793,1.0
32029,426,3.0
32036,1044,4.0
32045,387,5.0
32051,1145,4.0
13292,698,5.0
22560,679,5.0
32205,1145,5.0
32212,752,5.0
32214,1161,5.0
32218,506,5.0
32218,327,5.0
29575,1139,1.0
32247,1154,5.0
5547,1135,4.0
32263,1139,5.0
32285,111,4.0
32286,752,5.0
11939,1097,5.0
32291,1131,4.0
32301,1119,5.0
32324,761,2.0
4483,1124,4.0
32344,1164,5.0
32367,792,5.0
32386,392,5.0
32407,828,5.0
32420,1077,4.0
30755,1166,4.0
32432,1124,3.0
32433,1124,5.0
32441,236,4.0
27088,1165,5.0
32476,1165,4.0
26052,1169,5.0
32527,1165,5.0
32541,981,5.0
32546,828,4.0
30551,1165,5.0
4934,1165,4.0
32549,1165,5.0
19275,1165,5.0
32550,1165,5.0
32556,1124,5.0
20112,1124,4.0
26922,1097,3.0
32625,1124,5.0
32634,1005,1.0
32741,142,5.0
3061,1135,5.0
32785,632,5.0
5187,938,2.0
32798,838,5.0
32837,457,3.0
32839,1111,5.0
32841,477,4.0
32862,694,5.0
32881,457,5.0
23383,729,4.0
32890,871,4.0
20345,260,5.0
32958,647,5.0
32971,1162,5.0
32014,1128,2.0
33023,1012,5.0
33029,1165,4.0
9554,1180,4.0
33091,1030,4.0
33093,1162,4.0
33099,897,4.0
33124,867,5.0
27334,996,5.0
33124,600,5.0
33124,750,5.0
33173,1148,1.0
33178,1055,2.0
33206,390,4.0
33274,979,5.0
31333,333,5.0
33296,1020,4.0
20412,1165,5.0
6910,663,5.0
33381,1003,1.0
22606,1139,5.0
33392,485,5.0
33397,443,5.0
33417,1119,5.0
33421,1124,5.0
27542,301,5.0
33442,111,4.0
33444,1055,5.0
33451,878,4.0
32205,1124,4.0
33500,765,4.0
29504,1018,2.0
31795,2,4.0
33509,511,5.0
33510,1111,5.0
33545,867,3.0
33558,1154,4.0
6402,1058,1.0
33673,718,2.0
33693,1119,2.0
33695,17,5.0
33699,996,5.0
33545,1144,4.0
33769,536,5.0
33773,1162,1.0
33782,485,2.0
30622,985,4.0
33805,629,4.0
19855,953,5.0
33845,327,5.0
33879,957,5.0
33891,832,1.0
33929,988,3.0
33939,1111,5.0
33949,1139,5.0
33951,1173,5.0
33963,327,5.0
33982,1161,5.0
34034,816,1.0
24389,426,5.0
34063,1119,5.0
34076,679,1.0
34100,845,2.0
11581,1119,5.0
34169,1149,4.0
29630,548,5.0
34209,1128,5.0
21503,259,5.0
34269,679,5.0
34289,808,4.0
34323,833,1.0
27346,1119,5.0
34353,1119,5.0
19335,1124,2.0
34488,1055,4.0
34488,1158,4.0
34524,850,5.0
34526,485,4.0
34533,554,4.0
34571,752,4.0
34584,1035,5.0
26949,1195,3.0
34606,1124,5.0
34323,841,1.0
34640,457,4.0
34732,1111,1.0
34747,1035,3.0
34749,1195,4.0
34768,840,4.0
34768,679,5.0
34798,1097,5.0
5354,1196,5.0
34837,419,1.0
34841,1130,2.0
34850,793,2.0
34859,1139,4.0
34922,1174,3.0
16993,1155,3.0
34970,468,5.0
34971,1119,5.0
34985,1165,5.0
13360,1097,4.0
33949,1124,5.0
35038,985,5.0
16657,795,4.0
35181,745,4.0
28292,904,5.0
35193,1139,5.0
35247,1176,5.0
35251,1221,5.0
33451,1222,1.0
35299,921,4.0
35328,710,5.0
16299,100,1.0
35470,1076,4.0
18604,1126,2.0
35595,853,3.0
35595,878,4.0
35632,111,5.0
35595,972,4.0
5724,1007,3.0
35654,642,1.0
35660,1124,5.0
35680,896,1.0
21888,850,4.0
35698,1162,1.0
35729,1126,3.0
35752,1124,5.0
35777,1119,4.0
35783,387,4.0
4022,828,5.0
35860,1126,1.0
35899,1139,4.0
26526,274,2.0
35918,1090,3.0
35941,586,5.0
3789,1067,5.0
14391,1012,5.0
24649,154,3.0
36037,710,3.0
36055,1139,5.0
3789,667,4.0
36096,1222,3.0
36106,1165,5.0
36113,571,5.0
13929,17,3.0
36171,1064,3.0
36186,258,5.0
36209,798,5.0
25826,850,4.0
21366,1111,4.0
10829,714,4.0
36246,619,5.0
36280,867,5.0
36303,1130,5.0
36311,541,5.0
36314,927,5.0
36323,1084,4.0
36325,111,4.0
29637,1052,3.0
36385,547,2.0
36392,1139,5.0
21589,1139,5.0
36399,808,5.0
36400,328,1.0
36415,387,5.0
19614,1213,4.0
33206,1111,5.0
36438,710,1.0
18908,850,4.0
36399,511,3.0
36479,974,5.0
36483,447,3.0
36540,1139,5.0
36572,711,5.0
36583,1131,5.0
36588,1195,5.0
36596,981,5.0
36616,1131,4.0
36624,1139,5.0
36643,679,5.0
36679,569,4.0
36737,1119,5.0
36776,742,5.0
36784,1139,5.0
18908,1166,4.0
36802,1128,5.0
36826,850,5.0
4838,1040,4.0
36892,283,5.0
19855,828,5.0
2572,710,3.0
36967,979,5.0
37006,514,5.0
37010,2,5.0
37042,1165,2.0
37082,1111,5.0
37098,1139,2.0
34768,43,3.0
37196,1139,5.0
37224,1259,5.0
37249,770,5.0
37251,1126,2.0
36438,679,2.0
37281,1202,5.0
37286,468,5.0
37345,1151,4.0
37419,874,5.0
37460,1111,5.0
37483,1139,3.0
37491,648,5.0
31067,1259,4.0
37571,465,5.0
19248,795,4.0
37613,100,1.0
37627,1012,4.0
37632,816,5.0
37652,269,5.0
13292,1270,5.0
37749,2,5.0
37754,1259,5.0
37770,428,5.0
37780,468,5.0
37782,1259,5.0
37813,1139,5.0
9631,1148,1.0
37851,619,5.0
37903,371,5.0
28267,327,5.0
